-4715.093419 1444.455548 
-3164.053025 252.764321 
-1566.380360 -764.764336 
-294.265788 -1396.219476 
334.002464 -1756.263258 
438.565904 -1691.077902 
304.314687 -1201.884529 
235.460776 -445.506863 
433.326825 367.089464 
918.254590 1012.345187 
1534.079153 1266.614589 
2041.595202 1016.969018 
2204.232004 313.218568 
1883.405670 -654.358020 
1128.110307 -1566.740999 
178.912427 -2035.136694 
-663.049724 -1782.122576 
-1110.257661 -761.356553 
-928.795813 963.400383 
-273.015425 3036.660792 
387.822329 4698.227289 
865.996481 5340.910999 
1078.521088 4586.894710 
557.561533 2379.084949 
-1036.560517 -946.618632 
-2529.831143 -4467.104797 
-2776.830669 -7588.623404 
-2303.058742 -9359.128966 
-2431.589911 -8587.793330 
-2251.179705 -5560.264631 
349.939018 -1004.128597 
3608.893626 3930.115515 
3967.781380 8874.554690 
2334.375605 13056.127088 
2485.922118 12596.265770 
3894.208319 7963.539027 
2293.260958 2901.755076 
-2318.694572 -2679.504152 
-4264.755661 -7513.596810 
-3553.795319 -11751.891421 
-3994.108091 -11629.232247 
-5310.129914 -6993.083502 
-3935.422818 -2115.655953 
159.475461 2733.764420 
2841.061875 6427.561190 
3834.142456 8010.650354 
4883.113585 6521.793446 
4945.631125 2841.120660 
2962.380250 -1379.877361 
563.713322 -5371.156409 
-672.389875 -7295.880051 
-1743.826137 -6565.280163 
-2193.378471 -3419.821439 
-1135.291215 1010.247662 
-151.604307 5741.657440 
-842.295785 8700.231452 
-1247.135572 8987.538753 
-891.301416 6456.062318 
-1941.605971 1521.408796 
-3013.346035 -3753.201587 
-1593.868944 -8373.890636 
1119.606766 -10556.121604 
2247.271576 -9452.433511 
3060.144817 -5840.571147 
5091.547720 -350.947979 
5320.128149 5164.816574 
2691.104711 9518.092884 
-183.831306 10408.272551 
-2036.543658 8249.674156 
-4704.010864 3988.578759 
-6974.339749 -1456.890735 
-6192.631723 -6975.588956 
-3355.085067 -10086.061602 
-943.687333 -9483.332631 
1673.536656 -6730.575843 
5337.457538 -2339.469016 
7286.469539 2697.794519 
6211.750038 7379.069898 
3823.767182 9281.132968 
1620.108248 8389.266664 
-1087.261007 5999.404520 
-4204.504702 2503.626091 
-5840.876720 -991.526908 
-5452.853001 -3750.336884 
-3782.774910 -5217.840011 
-1573.995991 -5383.726474 
527.025392 -4626.603379 
1756.083256 -3520.383359 
1704.995027 -2565.313045 
543.922327 -2027.900684 
-1041.739803 -1817.164933 
-2048.917227 -1350.091444 
-1781.203324 -179.254955 
59.205185 2039.725550 
2404.061572 4833.756160 
3477.200956 7796.616705 
3021.952371 10515.147629 
2706.092118 10719.323032 
2776.080818 7848.500844 
385.146765 3530.669028 
-4355.100064 -2051.552306 
-5233.229685 -8861.656802 
-274.625095 -18253.058206 
4654.702060 -22007.426994 
3625.468954 -16703.836586 
1146.901928 -10223.822317 
3466.318817 -4389.498952 
6895.608026 2135.404014 
5770.824126 9619.488402 
1305.641528 15001.831425 
-1703.414912 14658.489451 
-2281.148677 11499.462526 
-3021.317572 8095.049108 
-4585.831778 4204.231108 
-5364.444389 418.636911 
-4537.273779 -2354.576106 
-2529.728226 -3842.996708 
-165.278823 -4286.495661 
1620.082765 -4297.145928 
2226.495579 -4422.720004 
1635.206765 -4980.264895 
358.652175 -5917.302223 
-867.786963 -6772.158913 
-1734.814357 -6868.440107 
-2217.118481 -5544.033609 
-1756.396488 -2616.097440 
-21.338885 1762.860635 
773.293321 6937.628023 
-2127.948593 11654.467144 
-6803.237303 14489.029459 
-7311.018740 14204.630247 
-2906.119890 11143.551296 
192.160536 5590.044598 
97.750968 -1366.769687 
1818.037294 -8329.467243 
9011.894058 -11969.489029 
14924.880722 -12234.490977 
11325.922376 -12162.323389 
2910.571741 -9940.236625 
-2114.729662 -3918.067346 
-4677.975588 2592.487612 
-8641.061365 6668.138973 
-12784.928151 6754.828185 
-10749.889570 8000.638727 
-4113.037501 7879.982578 
1795.616314 3861.665641 
6293.648889 -586.906004 
10408.521544 -2352.829426 
12826.799166 -1630.943663 
10488.277242 -3162.373534 
5694.960156 -2666.390155 
479.069441 458.607783 
-4839.697769 3167.495105 
-9029.509330 3822.586010 
-10433.340232 2823.157969 
-8387.675891 2263.020445 
-5178.719156 -292.606744 
-1263.898218 -3335.998394 
2586.342817 -5712.814443 
4890.343686 -6543.180758 
4536.749415 -5914.643960 
2426.774089 -3765.764485 
-24.105198 -876.771192 
-1949.615688 1747.384843 
-2435.846349 4046.543244 
-1243.591663 5057.471797 
1444.843138 4832.262323 
4409.437708 3703.370700 
6434.030384 2187.995442 
6926.842222 857.492704 
5411.041030 80.281972 
1776.310473 143.073413 
-3390.599746 24.398271 
-7370.674164 529.218705 
-9782.463177 -597.755596 
-9757.820953 -1351.908372 
-7502.787838 -1613.845698 
-3746.123723 -3296.836143 
1418.395690 -4933.883409 
6260.279545 -5774.547882 
9155.973335 -4796.508932 
8798.190079 -3773.410910 
6441.063043 -2014.047862 
3678.232804 1305.708956 
440.681430 4271.017383 
-2320.260596 6768.674718 
-3714.297662 7895.080578 
-2958.631986 7792.895433 
-911.610423 6384.454399 
828.646704 3933.418907 
1360.008123 1256.944954 
346.693846 -1413.338011 
-1613.810637 -3684.235995 
-3500.329238 -5089.023667 
-4740.957045 -5834.753214 
-5136.720827 -5937.568412 
-4475.585136 -5407.512028 
-2406.363837 -4637.207726 
1080.022556 -3517.310602 
4645.442365 -2227.987061 
6908.054744 -557.481635 
7427.550781 1561.701747 
6364.564184 3691.930609 
4078.949931 5681.101798 
1001.220278 7180.269188 
-1936.637360 7700.079020 
-3653.574744 7012.453979 
-3944.247468 5163.365965 
-3652.984185 2115.611700 
-3219.690882 -1378.508397 
-2483.679430 -4493.970095 
-1743.916042 -6979.119678 
-1554.362652 -8170.943997 
-2305.619493 -7755.396663 
-3279.775817 -5848.733964 
-3182.554632 -3137.962164 
-1251.560945 -245.257517 
2103.721340 2592.029807 
4970.887751 4136.781875 
6948.110358 4928.927088 
8146.710351 4703.129128 
8145.761752 2763.949352 
6205.167514 624.816531 
2175.225931 -353.967001 
-3132.467120 -1189.399760 
-6893.960788 -476.364361 
-9264.602784 20.725559 
-9881.399974 1155.010102 
-8118.283682 3132.775266 
-4545.522462 3791.119231 
-431.457736 2734.735730 
3041.077748 923.619875 
4696.005837 -2129.534305 
5057.937508 -5132.819660 
4443.823196 -7300.860303 
2872.160871 -8269.244564 
758.187398 -7552.844466 
-622.442864 -5017.300331 
-24.947379 -1236.967192 
1960.480518 2883.928504 
3082.917682 6536.228676 
2740.836485 9330.628175 
2261.213821 10049.775313 
2003.790373 8339.622631 
152.012210 5459.886374 
-3905.103657 1850.681193 
-7204.035404 -1601.722100 
-8257.320595 -5588.199603 
-7700.117897 -7868.091920 
-6483.491987 -6940.565052 
-4167.409827 -5370.451379 
92.118546 -3956.015022 
4857.147094 -2534.742503 
8065.764015 -1089.249282 
9403.922629 414.204115 
8975.118740 746.789546 
7248.926272 675.617625 
4773.860697 1430.844152 
1835.163858 2479.036385 
-951.626569 3566.289941 
-2965.530639 4722.402176 
-4234.679899 5205.807488 
