-3686.946314 570.074142 
-288.726715 344.791746 
1360.674887 -643.534961 
457.917224 -2336.989414 
-1737.718922 -5801.302114 
-3369.015785 -11670.145829 
-4296.016593 -17060.690578 
-5565.697725 -18837.651301 
-6973.655108 -16399.670087 
-7460.331082 -10465.029646 
-6688.577624 -4236.528189 
-5102.112872 -702.962246 
-3741.676411 409.036711 
-3504.830480 173.943528 
-4170.872582 -1166.248311 
-4778.629016 -3720.444982 
-4721.489033 -6611.375321 
-4047.892752 -8044.595805 
-3038.697716 -7167.939994 
-1693.044045 -4859.221953 
-28.026659 -2684.862178 
1360.165614 -1286.539056 
1714.564920 -437.106961 
995.136221 -30.808391 
-260.315353 22.014088 
-1168.553448 -153.920455 
-1154.224820 -296.264931 
-156.056155 -154.352593 
1327.525851 350.696502 
2142.399159 1420.292873 
1614.098823 2604.361294 
-482.650811 3202.108733 
-3861.818739 2951.523730 
-7237.123781 1199.467923 
-9242.535483 -2319.751764 
-9104.739351 -5401.000066 
-6856.729965 -5673.204979 
-2710.641302 -3864.876081 
3889.364318 -2777.161973 
9506.697285 849.262285 
12826.199299 7560.866452 
12463.291851 11512.341157 
8821.823871 10182.911017 
4142.793713 5741.670134 
-3043.646186 3571.093233 
-9598.444945 554.161135 
-13839.900128 -4998.353947 
-14343.965835 -7431.663933 
-11162.893036 -5048.295436 
-6986.846788 -849.565317 
-1537.635600 837.051216 
3582.847357 1787.304986 
5678.379975 3707.179423 
5786.963631 4175.915331 
4471.747322 3000.729201 
2072.398628 1786.039358 
-706.011110 1436.187519 
-2574.296618 1627.167031 
-3221.264030 2333.453923 
-3251.440985 3782.599292 
-3647.336831 6002.783799 
-5248.267243 8379.351913 
-8225.090595 9683.977524 
-11988.616907 9074.199346 
-15292.567703 6716.006573 
-16511.017810 3745.966445 
-14762.156266 1538.294062 
-11170.407838 697.035104 
-7429.469964 644.031164 
-3507.708210 238.732371 
785.533531 -844.428891 
3466.987369 -1836.559261 
3911.096774 -2792.858847 
2301.338539 -3995.523670 
-556.861027 -5797.366985 
-3184.992439 -8760.941116 
-5055.400760 -11705.985277 
-6429.019521 -12386.677913 
